_id,associatedMedia._id,associatedMedia.assetID,associatedMedia.category,associatedMedia.created,associatedMedia.creator,associatedMedia.format,associatedMedia.identifier,associatedMedia.license,associatedMedia.modified,associatedMedia.PixelXDimension,associatedMedia.PixelYDimension,associatedMedia.rightsHolder,associatedMedia.title,associatedMedia.type,associatedMediaCount,barcode,basisOfRecord,catalogNumber,catalogueDescription,chronostratigraphy,class,collectionCode,continent,coordinateUncertaintyInMeters,country,created,day,decimalLatitude,decimalLongitude,determinationFiledAs,determinationNames,donorName,earliestAgeOrLowestStage,earliestEonOrLowestEonothem,earliestEpochOrLowestSeries,earliestEraOrLowestErathem,earliestPeriodOrLowestSystem,expedition,family,gbifID,gbifIssue,genus,habitat,higherClassification,higherGeography,identifiedBy,individualCount,infraspecificEpithet,institutionCode,island,kindOfObject,latestAgeOrHighestStage,latestEonOrHighestEonothem,latestEpochOrHighestSeries,latestEraOrHighestErathem,latestPeriodOrHighestSystem,lifeStage,locality,modified,month,occurrenceID,occurrenceStatus,order,otherCatalogNumbers,phylum,preservative,project,recordedBy,samplingProtocol,scientificName,scientificNameAuthorship,sex,specificEpithet,stateProvince,subDepartment,subgenus,typeStatus,verbatimLatitude,verbatimLongitude,waterBody,year,Source resource ID
9323394,3415524 | 3415645 | 3415879 | 3415920 | 3699958 | 3777608 | 3777647 | 3777659,2f5a09df-1afa-41fd-b18d-30e35a2d8aad | 55c6c76c-7cd0-4fb7-a948-e968a3795e72 | 4f4ac073-f79f-468a-9cc3-e24f7b4b69fa | dc546833-a993-4ea8-8129-81455bcc85d6 | c55e02b6-e711-4295-8ccd-1006c86cbafc | 6f5462b1-cf3b-499c-94c3-072ddd982a60 | 9cc52c67-32fe-4a80-b82e-d699f6f831a5 | 8e084c29-c375-4f60-9e7a-19d8d4cf6096,Specimen | Specimen | Specimen | Specimen | None | None | None | None,2021-05-27T12:08:55+00:00 | 2021-05-27T12:18:28+00:00 | 2021-05-27T12:37:22+00:00 | 2021-05-27T12:40:41+00:00 | 2021-11-03T11:43:16+00:00 | 2021-12-10T17:19:41+00:00 | 2021-12-10T17:21:40+00:00 | 2021-12-10T17:22:36+00:00,Erica McAlister | Erica McAlister | Erica McAlister | Erica McAlister | None | None | None | None,image/jpeg | image/jpeg | image/jpeg | image/jpeg | image/jpeg | image/jpeg | image/jpeg | image/jpeg,https://data.nhm.ac.uk/media/2f5a09df-1afa-41fd-b18d-30e35a2d8aad | https://data.nhm.ac.uk/media/55c6c76c-7cd0-4fb7-a948-e968a3795e72 | https://data.nhm.ac.uk/media/4f4ac073-f79f-468a-9cc3-e24f7b4b69fa | https://data.nhm.ac.uk/media/dc546833-a993-4ea8-8129-81455bcc85d6 | https://data.nhm.ac.uk/media/c55e02b6-e711-4295-8ccd-1006c86cbafc | https://data.nhm.ac.uk/media/6f5462b1-cf3b-499c-94c3-072ddd982a60 | https://data.nhm.ac.uk/media/9cc52c67-32fe-4a80-b82e-d699f6f831a5 | https://data.nhm.ac.uk/media/8e084c29-c375-4f60-9e7a-19d8d4cf6096,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2021-05-29T22:04:23+00:00 | 2021-05-29T22:04:41+00:00 | 2021-05-29T22:02:50+00:00 | 2021-05-29T22:03:34+00:00 | 2021-11-06T22:06:37+00:00 | 2021-12-10T17:19:48+00:00 | 2021-12-10T17:21:47+00:00 | 2021-12-10T17:22:43+00:00,8688 | 8686 | 8534 | 8686 | 8688 | 8686 | 8534 | 8686,5792 | 5790 | 5790 | 5790 | 5792 | 5790 | 5790 | 5790,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",NHMUK014064155_Aedes_(Finlaya)_shehzadae_HT_labels | NHMUK014064155_Aedes_(Finlaya)_shehzadae_HT_dorsal_abdomen | NHMUK014064155_Aedes_(Finlaya)_shehzadae_HT_dorsal_head | NHMUK014064155_Aedes_(Finlaya)_shehzadae_HT_wholebody_lateral | 014064155__ | 014064155_Aedes_(Finlaya)_shehzadae_HT_Female_wholebody_Lateral | 014064155_Aedes_(Finlaya)_shehzadae_HT_Female_dorsal_head | 014064155_Aedes_(Finlaya)_shehzadae_HT_Female_dorsal_abdomen,StillImage | StillImage | StillImage | StillImage | StillImage | StillImage | StillImage | StillImage,8,014064155,PreservedSpecimen,NHMUK014064155,,,Insecta,BMNH(E),Asia,,Papua New Guinea,2021-05-27T11:41:49+00:00,,,,,"Aedes (Finlaya) shehzadae Qutubuddin, 1972",Miss Lucy Evelyn Cheesman,,,,,,,Culicidae,3127230303,MODIFIED_DATE_INVALID | CONTINENT_COUNTRY_MISMATCH | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Aedes,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Culicinae,Asia; Papua New Guinea,,1,,NHMUK,,,,,,,,adult,"Mafulu, Central Division, 4000', Terr. Papua",2024-10-24T11:38:03+00:00,,f7e8d6d3-c94d-41ec-938f-442cab804a3d,present,Diptera,NHMUK:ecatalogue:9323394,Arthropoda,,,Miss Lucy Evelyn Cheesman,,"Aedes (Finlaya) shehzadae Qutubuddin, 1972","Qutubuddin, 1972",Female,shehzadae,,Diptera and Siphonaptera,Finlaya,HOLOTYPE,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9382944,4738260 | 4739004 | 4739167,36ebf153-b8ad-47bb-bdf9-2f1bf41f9fd1 | 130cd319-626c-4077-9573-cc1261602670 | be8191d0-20aa-430d-9b27-6000c7b4a8fd,None | None | None,2023-11-09T11:04:59+00:00 | 2023-11-09T11:40:00+00:00 | 2023-11-09T12:09:02+00:00,None | None | None,image/jpeg | image/jpeg | image/jpeg,https://data.nhm.ac.uk/media/36ebf153-b8ad-47bb-bdf9-2f1bf41f9fd1 | https://data.nhm.ac.uk/media/130cd319-626c-4077-9573-cc1261602670 | https://data.nhm.ac.uk/media/be8191d0-20aa-430d-9b27-6000c7b4a8fd,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2023-11-09T11:05:00+00:00 | 2023-11-09T11:40:01+00:00 | 2023-11-09T12:09:03+00:00,3888 | 3888 | 5184,5184 | 5184 | 3888,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",014036776_1 | 014036776_3 | 014036776_2,StillImage | StillImage | StillImage,3,014036776,PreservedSpecimen,NHMUK014036776,,,Insecta,BMNH(E),Europe,,United Kingdom,2021-07-19T16:00:17+00:00,19,51.693216,-1.3257674,,"Aedes (Ochlerotatus) annulipes (Meigen, 1830)",Olga Sivell,,,,,,,Culicidae,3327540456,MODIFIED_DATE_INVALID | COORDINATE_ROUNDED | GEODETIC_DATUM_ASSUMED_WGS84 | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Aedes,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Culicinae,Europe; United Kingdom; England; Oxfordshire,Dr Duncan Sivell,1,,NHMUK,,,,,,,,adult,Dry Sandford Pit,2023-11-09T12:09:04+00:00,6,a2c06dd7-adf9-42dc-82bd-aea6dd8be253,present,Diptera,NHMUK:ecatalogue:9382944,Arthropoda,Liquid Nitrogen,Darwin Tree of Life,Olga Sivell | Dr Duncan Sivell | Ryan Mitchell,Aerial Net,"Aedes (Ochlerotatus) annulipes (Meigen, 1830)","(Meigen, 1830)",Female,annulipes,England,Molecular Collections,Ochlerotatus,,51 41 35.58 N,001 19 32.763 W,,2021,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9295126,4248517,081923ac-6c13-4ec0-84e9-ebe37056fdde,Specimen,2022-11-01T13:27:30+00:00,Erica McAlister,image/jpeg,https://data.nhm.ac.uk/media/081923ac-6c13-4ec0-84e9-ebe37056fdde,http://creativecommons.org/licenses/by/4.0/,2022-11-01T13:29:39+00:00,1536,2048,"The Trustees of the Natural History Museum, London","NHMUK014064169, Anopheles (Cellia) rivulorum Leeson, 1935",StillImage,1,014064169,PreservedSpecimen,NHMUK014064169,,,Insecta,BMNH(E),,,,2021-05-05T13:42:00+00:00,,,,,"Anopheles (Cellia) rivulorum Leeson, 1935",Dr M T. Gillies,,,,,,,Culicidae,3109436311,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,,,1,,NHMUK,,,,,,,,,,2025-02-20T22:10:31+00:00,,6b872388-054f-4579-824a-444b46a1ed7b,present,Diptera,NHMUK:ecatalogue:9295126,Arthropoda,,,,,"Anopheles (Cellia) rivulorum Leeson, 1935","Leeson, 1935",,rivulorum,,Diptera and Siphonaptera,Cellia,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9295299,4248508,1ec55515-95bd-4f3b-9d4f-0102aa995d03,Specimen,2022-11-01T13:06:02+00:00,Erica McAlister,image/jpeg,https://data.nhm.ac.uk/media/1ec55515-95bd-4f3b-9d4f-0102aa995d03,http://creativecommons.org/licenses/by/4.0/,2022-11-01T13:08:27+00:00,1536,2048,"The Trustees of the Natural History Museum, London","NHMUK013657877, Anopheles (Cellia) brucei Service, 1960",StillImage,1,013657877,PreservedSpecimen,NHMUK013657877,,,Insecta,BMNH(E),Africa,58.36754115,Gambia,2021-05-05T14:00:44+00:00,19,,,,"Anopheles (Cellia) brucei Service, 1960",Dr M T. Gillies,,,,,,,Culicidae,3109460307,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,Africa; Gambia,,1,,NHMUK,,,,,,,,adult,,2024-10-24T10:48:03+00:00,9,bcc9fe28-7f9f-413a-ac55-4d6a874a0b1c,present,Diptera,NHMUK:ecatalogue:9295299,Arthropoda,Dry - mounted,,,,"Anopheles (Cellia) brucei Service, 1960","Service, 1960",Female,brucei,,Diptera and Siphonaptera,Cellia,,,,,1969,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9295349,4248505,fff59f24-a288-4f85-92ca-01e9c2da6ee0,Specimen,2022-11-01T12:08:44+00:00,Erica McAlister,image/jpeg,https://data.nhm.ac.uk/media/fff59f24-a288-4f85-92ca-01e9c2da6ee0,http://creativecommons.org/licenses/by/4.0/,2022-11-01T12:18:04+00:00,1536,2048,"The Trustees of the Natural History Museum, London","NHMUK014064107, Anopheles (Cellia) funestus Giles, 1900",StillImage,1,014064107,PreservedSpecimen,NHMUK014064107,,,Insecta,BMNH(E),Africa,277.2563411,Uganda,2021-05-05T14:06:36+00:00,17,,,,"Anopheles (Cellia) funestus Giles, 1900",London School of Hygiene and Tropical Medicine,,,,,,,Culicidae,3109467309,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,Africa; Uganda,,1,,NHMUK,,,,,,,,Adult,,2024-10-24T11:16:17+00:00,6,2f6c4dd5-7b9b-413e-b82f-8c322e8d2438,present,Diptera,NHMUK:ecatalogue:9295349,Arthropoda,Dry - mounted,,,,"Anopheles (Cellia) funestus Giles, 1900","Giles, 1900",Female,funestus,,Diptera and Siphonaptera,Cellia,,,,,1936,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9295389,4248506,a58716f7-f16f-453b-a0d4-cfce1e42ddac,Specimen,2022-11-01T12:18:21+00:00,Erica McAlister,image/jpeg,https://data.nhm.ac.uk/media/a58716f7-f16f-453b-a0d4-cfce1e42ddac,http://creativecommons.org/licenses/by/4.0/,2022-11-01T12:20:18+00:00,1536,2048,"The Trustees of the Natural History Museum, London","NHMUK013655801 Anopheles (Cellia) quadriannulatus (Theobald, 1911).jpeg",StillImage,1,013655801,PreservedSpecimen,NHMUK013655801,,,Insecta,BMNH(E),Africa,489.0271555,Zambia,2021-05-05T14:11:50+00:00,,,,,"Anopheles (Cellia) quadriannulatus (Theobald, 1911)",,,,,,,,Culicidae,3109457311,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,Africa; Zambia,,1,,NHMUK,,,,,,,,adult,,2024-10-24T10:58:15+00:00,,506fe574-5c00-4884-a678-4186daff00d7,present,Diptera,NHMUK:ecatalogue:9295389,Arthropoda,Dry - mounted,,,,"Anopheles (Cellia) quadriannulatus (Theobald, 1911)","(Theobald, 1911)",Female,quadriannulatus,,Diptera and Siphonaptera,Cellia,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9295314,4248511,628f575f-7786-4152-92ea-a6e051b7a2ba,Specimen,2022-11-01T13:13:14+00:00,Erica McAlister,image/jpeg,https://data.nhm.ac.uk/media/628f575f-7786-4152-92ea-a6e051b7a2ba,http://creativecommons.org/licenses/by/4.0/,2022-11-01T13:15:16+00:00,1536,2048,"The Trustees of the Natural History Museum, London","NHMUK013658837, Anopheles (Cellia) merus Doenitz, 1902",StillImage,1,013658837,PreservedSpecimen,NHMUK013658837,,,Insecta,BMNH(E),,,,2021-05-05T14:02:27+00:00,9,,,,"Anopheles (Cellia) merus Doenitz, 1902",Dr M T. Gillies,,,,,,,Culicidae,3109444303,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,,,1,,NHMUK,,,,,,,,adult,,2024-10-24T10:55:42+00:00,3,ae35e826-0190-488f-a5e0-ee311593fc54,present,Diptera,NHMUK:ecatalogue:9295314,Arthropoda,Dry - mounted,,,,"Anopheles (Cellia) merus Doenitz, 1902","Doenitz, 1902",Female,merus,,Diptera and Siphonaptera,Cellia,,,,,1959,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9295168,4248515,f8da4562-5534-4a47-a85f-e27fe068f73b,Specimen,2022-11-01T13:23:22+00:00,Erica McAlister,image/jpeg,https://data.nhm.ac.uk/media/f8da4562-5534-4a47-a85f-e27fe068f73b,http://creativecommons.org/licenses/by/4.0/,2022-11-01T13:25:24+00:00,1536,2048,"The Trustees of the Natural History Museum, London","NHMUK014064167, Anopheles (Cellia) leesoni Evans, 1931",StillImage,1,014064167,PreservedSpecimen,NHMUK014064167,,,Insecta,BMNH(E),,,,2021-05-05T13:46:35+00:00,,,,,"Anopheles (Cellia) leesoni Evans, 1931",Dr M T. Gillies,,,,,,,Culicidae,3109454305,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,,,1,,NHMUK,,,,,,,,,,2025-02-20T22:10:31+00:00,,4d550b9a-d4a6-4753-9ef6-f3774d3b822f,present,Diptera,NHMUK:ecatalogue:9295168,Arthropoda,,,,,"Anopheles (Cellia) leesoni Evans, 1931","Evans, 1931",,leesoni,,Diptera and Siphonaptera,Cellia,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9295229,4248513,76091326-1ac3-47c0-a5ee-d1f6e405893f,Specimen,2022-11-01T13:17:53+00:00,Erica McAlister,image/jpeg,https://data.nhm.ac.uk/media/76091326-1ac3-47c0-a5ee-d1f6e405893f,http://creativecommons.org/licenses/by/4.0/,2022-11-01T13:20:12+00:00,1536,2048,"The Trustees of the Natural History Museum, London","NHMUK014064165, Anopheles (Cellia) bwambae White, 1985",StillImage,1,014064165,PreservedSpecimen,NHMUK014064165,,,Insecta,BMNH(E),,,,2021-05-05T13:53:02+00:00,,,,,"Anopheles (Cellia) bwambae White, 1985",,,,,,,,Culicidae,3109442308,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,,,1,,NHMUK,,,,,,,,,,2025-02-20T22:10:30+00:00,,2c08667e-562e-46a0-b28f-9e9cc3cc4cab,present,Diptera,NHMUK:ecatalogue:9295229,Arthropoda,,,,,"Anopheles (Cellia) bwambae White, 1985","White, 1985",,bwambae,,Diptera and Siphonaptera,Cellia,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9295143,4248516,11edabf1-1d30-4c5d-b10a-e41a9f1cc709,Specimen,2022-11-01T13:25:36+00:00,Erica McAlister,image/jpeg,https://data.nhm.ac.uk/media/11edabf1-1d30-4c5d-b10a-e41a9f1cc709,http://creativecommons.org/licenses/by/4.0/,2022-11-01T13:27:27+00:00,1536,2048,"The Trustees of the Natural History Museum, London","NHMUK014064168, Anopheles (Cellia) vaneedeni Gillies & Coetzee, 1987",StillImage,1,014064168,PreservedSpecimen,NHMUK014064168,,,Insecta,BMNH(E),,,,2021-05-05T13:43:51+00:00,,,,,"Anopheles (Cellia) vaneedeni Gillies & Coetzee, 1987",,,,,,,,Culicidae,3109458309,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,,,1,,NHMUK,,,,,,,,,,2025-02-20T22:10:32+00:00,,3647df6e-3ab6-4460-963e-2e42f9cd30ce,present,Diptera,NHMUK:ecatalogue:9295143,Arthropoda,,,,,"Anopheles (Cellia) vaneedeni Gillies & Coetzee, 1987","Gillies & Coetzee, 1987",,vaneedeni,,Diptera and Siphonaptera,Cellia,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
10283129,5231997 | 5232052 | 5233726,9bf12752-7a4d-4ebf-97e6-2b34892b2134 | befd30ae-a538-4367-b7b6-1f72e3dcec0b | bb812eaa-0a3c-4a36-a021-371c1b591dee,None | None | None,2024-08-20T23:44:42+00:00 | 2024-08-21T00:40:40+00:00 | 2024-08-22T05:34:35+00:00,None | None | None,image/jpeg | image/jpeg | image/jpeg,https://data.nhm.ac.uk/media/9bf12752-7a4d-4ebf-97e6-2b34892b2134 | https://data.nhm.ac.uk/media/befd30ae-a538-4367-b7b6-1f72e3dcec0b | https://data.nhm.ac.uk/media/bb812eaa-0a3c-4a36-a021-371c1b591dee,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2024-08-20T23:44:54+00:00 | 2024-08-21T00:40:52+00:00 | 2024-08-22T05:34:48+00:00,5184 | 5184 | 5184,3888 | 3888 | 3888,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",015112411_2 | 015112411_3 | 015112411_1,StillImage | StillImage | StillImage,3,015112411,PreservedSpecimen,NHMUK015112411,,,Insecta,BMNH(E),Europe,,United Kingdom,2023-03-15T11:25:57+00:00,24,51.519167,-0.093889,,"Culicidae Meigen, 1818",Dr Erica McAlister,,,,,,,Culicidae,4075067108,MODIFIED_DATE_INVALID | GEODETIC_DATUM_ASSUMED_WGS84 | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae,Europe; United Kingdom; England; London,Dr Erica McAlister,1,,NHMUK,,Virtual Voucher,,,,,,adult,Barbican Estate,2024-09-19T15:48:35+00:00,9,38338965-8cfe-43b3-8ca3-5f30ee7892c1,present,Diptera,NHMUK:ecatalogue:10283129,Arthropoda,Dry frozen (-80°C),Darwin Tree of Life,Dr Erica McAlister | Mr Yuki Haba,Hand Picked,"Culicidae Meigen, 1818","Meigen, 1818",Unknown,,England,Molecular Collections,,,51 31 09.00 N,000 05 38.00 W,,2022,05ff2255-c38a-40c9-b657-4ccb55ab2feb
10283124,5232102 | 5233140,6cfbe528-3c5a-47c5-9734-472ace00968a | 70b323eb-645b-4faf-8d5a-74fd0e0cc29b,None | None,2024-08-21T01:32:45+00:00 | 2024-08-21T20:35:19+00:00,None | None,image/jpeg | image/jpeg,https://data.nhm.ac.uk/media/6cfbe528-3c5a-47c5-9734-472ace00968a | https://data.nhm.ac.uk/media/70b323eb-645b-4faf-8d5a-74fd0e0cc29b,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2024-08-21T01:32:59+00:00 | 2024-08-21T20:35:30+00:00,5184 | 5184,3888 | 3888,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",015112410_1 | 015112410_2,StillImage | StillImage,2,015112410,PreservedSpecimen,NHMUK015112410,,,Insecta,BMNH(E),Europe,,United Kingdom,2023-03-15T11:25:16+00:00,24,51.519167,-0.093889,,"Culicidae Meigen, 1818",Dr Erica McAlister,,,,,,,Culicidae,4075040185,MODIFIED_DATE_INVALID | GEODETIC_DATUM_ASSUMED_WGS84 | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae,Europe; United Kingdom; England; London,Dr Erica McAlister,1,,NHMUK,,Virtual Voucher,,,,,,adult,Barbican Estate,2024-09-19T15:47:56+00:00,9,dc43e7cf-9595-4212-939c-eed0b36deabe,present,Diptera,NHMUK:ecatalogue:10283124,Arthropoda,Dry frozen (-80°C),Darwin Tree of Life,Dr Erica McAlister | Mr Yuki Haba,Hand Picked,"Culicidae Meigen, 1818","Meigen, 1818",Unknown,,England,Molecular Collections,,,51 31 09.00 N,000 05 38.00 W,,2022,05ff2255-c38a-40c9-b657-4ccb55ab2feb
10283126,5232648 | 5233702 | 5233958,80f91d83-102a-4353-9837-a4d30a6be6fa | e4f65b7d-aaa2-487b-a9e0-ee0f8712c749 | 91823faf-698b-4841-92ac-41b9ddcabed3,None | None | None,2024-08-21T13:02:37+00:00 | 2024-08-22T05:11:09+00:00 | 2024-08-22T09:06:24+00:00,None | None | None,image/jpeg | image/jpeg | image/jpeg,https://data.nhm.ac.uk/media/80f91d83-102a-4353-9837-a4d30a6be6fa | https://data.nhm.ac.uk/media/e4f65b7d-aaa2-487b-a9e0-ee0f8712c749 | https://data.nhm.ac.uk/media/91823faf-698b-4841-92ac-41b9ddcabed3,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2024-08-21T13:02:47+00:00 | 2024-08-22T05:11:18+00:00 | 2024-08-22T09:06:34+00:00,5184 | 5184 | 5184,3888 | 3888 | 3888,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",015112408_2 | 015112408_1 | 015112408_3,StillImage | StillImage | StillImage,3,015112408,PreservedSpecimen,NHMUK015112408,,,Insecta,BMNH(E),Europe,,United Kingdom,2023-03-15T11:25:32+00:00,24,51.519167,-0.093889,,"Culicidae Meigen, 1818",Dr Erica McAlister,,,,,,,Culicidae,4075114707,MODIFIED_DATE_INVALID | GEODETIC_DATUM_ASSUMED_WGS84 | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae,Europe; United Kingdom; England; London,Dr Erica McAlister,1,,NHMUK,,Virtual Voucher,,,,,,adult,Barbican Estate,2024-09-19T15:48:52+00:00,9,8c877ad7-4d77-4161-ac66-122be4d53cc7,present,Diptera,NHMUK:ecatalogue:10283126,Arthropoda,Dry frozen (-80°C),Darwin Tree of Life,Dr Erica McAlister | Mr Yuki Haba,Hand Picked,"Culicidae Meigen, 1818","Meigen, 1818",Unknown,,England,Molecular Collections,,,51 31 09.00 N,000 05 38.00 W,,2022,05ff2255-c38a-40c9-b657-4ccb55ab2feb
