_id,associatedMedia._id,associatedMedia.assetID,associatedMedia.category,associatedMedia.created,associatedMedia.creator,associatedMedia.format,associatedMedia.identifier,associatedMedia.license,associatedMedia.modified,associatedMedia.PixelXDimension,associatedMedia.PixelYDimension,associatedMedia.rightsHolder,associatedMedia.title,associatedMedia.type,associatedMediaCount,barcode,basisOfRecord,catalogNumber,catalogueDescription,chronostratigraphy,class,collectionCode,continent,coordinateUncertaintyInMeters,country,created,day,decimalLatitude,decimalLongitude,determinationFiledAs,determinationNames,donorName,earliestAgeOrLowestStage,earliestEonOrLowestEonothem,earliestEpochOrLowestSeries,earliestEraOrLowestErathem,earliestPeriodOrLowestSystem,expedition,family,gbifID,gbifIssue,genus,habitat,higherClassification,higherGeography,identifiedBy,individualCount,infraspecificEpithet,institutionCode,island,kindOfObject,latestAgeOrHighestStage,latestEonOrHighestEonothem,latestEpochOrHighestSeries,latestEraOrHighestErathem,latestPeriodOrHighestSystem,lifeStage,locality,modified,month,occurrenceID,occurrenceStatus,order,otherCatalogNumbers,phylum,preservative,project,recordedBy,samplingProtocol,scientificName,scientificNameAuthorship,sex,specificEpithet,stateProvince,subDepartment,subgenus,typeStatus,verbatimLatitude,verbatimLongitude,waterBody,year,Source resource ID
9791809,4195888 | 4196108,d3de5e0b-883a-4522-a610-da67d3136b6b | 5132106c-3ba1-4609-8281-f9c73d15e0be,Specimen | Specimen,2022-09-06T12:51:20+00:00 | 2022-09-06T13:18:08+00:00,None | None,image/tiff | image/jpeg,https://data.nhm.ac.uk/media/d3de5e0b-883a-4522-a610-da67d3136b6b | https://data.nhm.ac.uk/media/5132106c-3ba1-4609-8281-f9c73d15e0be,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2022-09-06T14:07:14+00:00 | 2022-09-06T14:07:21+00:00,8640 | 5792,5790 | 2064,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",012813524_Habitus_x5 | 012813524_Dorsal_Labels,StillImage | StillImage,2,012813524,PreservedSpecimen,NHMUK012813524,,,Insecta,BMNH(E),Asia,,Pakistan,2022-04-25T10:27:16+00:00,,,,,"Anopheles (Cellia) stephensi Liston, 1901",,,,,,,,Culicidae,3764777786,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,Asia; Pakistan,,1,,NHMUK,,,,,,,,larva,,2024-10-24T10:21:43+00:00,,f22186f6-392c-4698-8342-71b8bae9d37d,present,Diptera,NHMUK:ecatalogue:9791809,Arthropoda,,,,,"Anopheles (Cellia) stephensi Liston, 1901","Liston, 1901",,stephensi,,Diptera and Siphonaptera,Cellia,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9791814,4195980 | 4196094,649a2764-6ce1-485f-b9ba-90210fdd5953 | bd16c4df-44b7-486a-9f23-017141bdeb11,Specimen | Specimen,2022-09-06T13:02:32+00:00 | 2022-09-06T13:16:33+00:00,None | None,image/tiff | image/jpeg,https://data.nhm.ac.uk/media/649a2764-6ce1-485f-b9ba-90210fdd5953 | https://data.nhm.ac.uk/media/bd16c4df-44b7-486a-9f23-017141bdeb11,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2022-09-06T14:07:17+00:00 | 2022-09-06T14:07:21+00:00,8646 | 5792,5790 | 2064,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",012813529_Habitus_x5 | 012813529_Dorsal_Labels,StillImage | StillImage,2,012813529,PreservedSpecimen,NHMUK012813529,,,Insecta,BMNH(E),Asia,,Pakistan,2022-04-25T10:30:18+00:00,,,,,"Anopheles (Cellia) stephensi Liston, 1901",,,,,,,,Culicidae,3764754772,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,Asia; Pakistan,,1,,NHMUK,,,,,,,,larva,,2024-10-24T10:21:40+00:00,,0afe996a-c392-469a-ba54-f4a47fe14335,present,Diptera,NHMUK:ecatalogue:9791814,Arthropoda,,,,,"Anopheles (Cellia) stephensi Liston, 1901","Liston, 1901",,stephensi,,Diptera and Siphonaptera,Cellia,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9791795,4195811 | 4196028,191f319a-dd4c-4d5b-ae78-7ba533af9bc1 | 3b9fa52b-ac6d-49b1-89d1-cb3465b69b27,Specimen | Specimen,2022-09-06T12:42:44+00:00 | 2022-09-06T13:08:30+00:00,None | None,image/jpeg | image/tiff,https://data.nhm.ac.uk/media/191f319a-dd4c-4d5b-ae78-7ba533af9bc1 | https://data.nhm.ac.uk/media/3b9fa52b-ac6d-49b1-89d1-cb3465b69b27,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2022-09-06T14:07:11+00:00 | 2022-09-06T14:07:18+00:00,5792 | 8608,2064 | 5780,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",012813511_Dorsal_Labels | 012813511_Habitus_x5,StillImage | StillImage,2,012813511,PreservedSpecimen,NHMUK012813511,,,Insecta,BMNH(E),Asia,,Iran,2022-04-25T10:13:54+00:00,,,,,"Anopheles (Cellia) stephensi Liston, 1901",,,,,,,,Culicidae,3764751790,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,Asia; Iran,,1,,NHMUK,,,,,,,,larva,,2024-10-24T10:21:37+00:00,,b55952b8-d3df-4415-919a-65031d2503ad,present,Diptera,NHMUK:ecatalogue:9791795,Arthropoda,,,,,"Anopheles (Cellia) stephensi Liston, 1901","Liston, 1901",,stephensi,,Diptera and Siphonaptera,Cellia,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9382947,4737404 | 4737943 | 4738727,007c47ba-2290-4fce-8a93-090a03ed5ae4 | d0cddf48-f98b-4512-ad97-55b7fa6c7b9f | 91e8caaf-9fe9-4564-a484-ffad8d8054a1,None | None | None,2023-11-09T10:27:06+00:00 | 2023-11-09T10:50:29+00:00 | 2023-11-09T11:26:29+00:00,None | None | None,image/jpeg | image/jpeg | image/jpeg,https://data.nhm.ac.uk/media/007c47ba-2290-4fce-8a93-090a03ed5ae4 | https://data.nhm.ac.uk/media/d0cddf48-f98b-4512-ad97-55b7fa6c7b9f | https://data.nhm.ac.uk/media/91e8caaf-9fe9-4564-a484-ffad8d8054a1,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2023-11-09T10:27:07+00:00 | 2023-11-09T10:50:30+00:00 | 2023-11-09T11:26:30+00:00,5184 | 5184 | 5184,3888 | 3888 | 3888,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",014037032_3 | 014037032_1 | 014037032_2,StillImage | StillImage | StillImage,3,014037032,PreservedSpecimen,NHMUK014037032,,,Insecta,BMNH(E),Europe,,United Kingdom,2021-07-19T16:00:18+00:00,19,51.693216,-1.3257674,,"Aedes (Ochlerotatus) rusticus Rossi, P., 1790",Olga Sivell,,,,,,,Culicidae,3327546452,MODIFIED_DATE_INVALID | COORDINATE_ROUNDED | GEODETIC_DATUM_ASSUMED_WGS84 | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Aedes,,Arthropoda; Insecta; Diptera; Culicidae; Culicinae,Europe; United Kingdom; England; Oxfordshire,Dr Duncan Sivell,1,,NHMUK,,,,,,,,adult,Dry Sandford Pit,2023-11-09T11:26:32+00:00,6,d2102db9-efc0-4971-a850-4c31bd452867,present,Diptera,NHMUK:ecatalogue:9382947,Arthropoda,Liquid Nitrogen,Darwin Tree of Life,Olga Sivell | Dr Duncan Sivell | Ryan Mitchell,Aerial Net,"Aedes (Ochlerotatus) rusticus Rossi, P., 1790","Rossi, P., 1790",Female,rusticus,England,Molecular Collections,Ochlerotatus,,51 41 35.58 N,001 19 32.763 W,,2021,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9382943,4737635 | 4739139 | 4739186,1c742a87-ff5e-4e01-a52e-2dccce5b83b2 | 885ed5c5-b4c0-4b06-881e-f9ee72d34327 | e6c327ff-6792-4217-98de-0c5116f22323,None | None | None,2023-11-09T10:36:58+00:00 | 2023-11-09T12:08:02+00:00 | 2023-11-09T12:09:43+00:00,None | None | None,image/jpeg | image/jpeg | image/jpeg,https://data.nhm.ac.uk/media/1c742a87-ff5e-4e01-a52e-2dccce5b83b2 | https://data.nhm.ac.uk/media/885ed5c5-b4c0-4b06-881e-f9ee72d34327 | https://data.nhm.ac.uk/media/e6c327ff-6792-4217-98de-0c5116f22323,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2023-11-09T10:36:59+00:00 | 2023-11-09T12:08:03+00:00 | 2023-11-09T12:09:44+00:00,5184 | 5184 | 3888,3888 | 3888 | 5184,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",014036777_2 | 014036777_1 | 014036777_3,StillImage | StillImage | StillImage,3,014036777,PreservedSpecimen,NHMUK014036777,,,Insecta,BMNH(E),Europe,,United Kingdom,2021-07-19T16:00:16+00:00,19,51.693216,-1.3257674,,"Aedes (Ochlerotatus) annulipes (Meigen, 1830)",Olga Sivell,,,,,,,Culicidae,3327543455,MODIFIED_DATE_INVALID | COORDINATE_ROUNDED | GEODETIC_DATUM_ASSUMED_WGS84 | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Aedes,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Culicinae,Europe; United Kingdom; England; Oxfordshire,Dr Duncan Sivell,1,,NHMUK,,,,,,,,adult,Dry Sandford Pit,2023-11-09T12:09:45+00:00,6,6f87035e-7af0-41f4-8a6d-1601c44674aa,present,Diptera,NHMUK:ecatalogue:9382943,Arthropoda,Liquid Nitrogen,Darwin Tree of Life,Olga Sivell | Dr Duncan Sivell | Ryan Mitchell,Aerial Net,"Aedes (Ochlerotatus) annulipes (Meigen, 1830)","(Meigen, 1830)",Male,annulipes,England,Molecular Collections,Ochlerotatus,,51 41 35.58 N,001 19 32.763 W,,2021,05ff2255-c38a-40c9-b657-4ccb55ab2feb
11229251,5236016 | 5236024 | 5236090,2360e2be-b9c4-425b-b57f-3e1db2ae9ce3 | 9d501d92-7df0-41f0-8731-741c5f3b0454 | 6fb36645-da20-4386-badc-b6a148ae93e0,Specimen | Specimen | Specimen,2024-09-03T10:49:32+00:00 | 2024-09-03T10:50:16+00:00 | 2024-09-03T11:44:10+00:00,Duncan Sivell | Duncan Sivell | Duncan Sivell,image/tiff | image/tiff | image/jpeg,https://data.nhm.ac.uk/media/2360e2be-b9c4-425b-b57f-3e1db2ae9ce3 | https://data.nhm.ac.uk/media/9d501d92-7df0-41f0-8731-741c5f3b0454 | https://data.nhm.ac.uk/media/6fb36645-da20-4386-badc-b6a148ae93e0,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2024-09-03T10:50:14+00:00 | 2024-09-03T10:50:53+00:00 | 2024-09-03T11:44:45+00:00,3192 | 2368 | 2065,2888 | 2736 | 1722,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",014316442 Culex pipiens genitalia | 014316442 Culex pipiens gonocoxite | 014316442 Cluex pipiens in ethanol,StillImage | StillImage | StillImage,3,014316442,PreservedSpecimen,NHMUK014316442,,,Insecta,BMNH(E),Europe,700,United Kingdom,2024-09-03T11:04:13+00:00,21,51.889913,-0.381207,,"Culex (Culex) pipiens Linnaeus, 1758",,,,,,,,Culicidae,,,Culex,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Culicinae,Europe; United Kingdom; England,Dr Duncan Sivell,1,,NHMUK,,Virtual Voucher,,,,,,adult,"Luton, Hollybush Road",2024-09-03T17:05:41+00:00,5,f42154ba-f6eb-4ee6-9320-8bdf028d6eb6,present,Diptera,NHMUK:ecatalogue:11229251,Arthropoda,Slide,,Dr Duncan Sivell,Hand picked,"Culex (Culex) pipiens Linnaeus, 1758","Linnaeus, 1758",Male,pipiens,England,Molecular Collections,Culex,,51 53 23.69 N,000 22 52.35 W,,2024,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9791846,4195787 | 4196089,482945c3-ee38-4f13-ba14-8b2d13ec93aa | ac020f8f-92d2-4823-993b-12dcade64d98,Specimen | Specimen,2022-09-06T12:39:55+00:00 | 2022-09-06T13:15:50+00:00,None | None,image/jpeg | image/tiff,https://data.nhm.ac.uk/media/482945c3-ee38-4f13-ba14-8b2d13ec93aa | https://data.nhm.ac.uk/media/ac020f8f-92d2-4823-993b-12dcade64d98,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2022-09-06T14:07:11+00:00 | 2022-09-06T14:07:20+00:00,5792 | 8686,2064 | 5790,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",012813545_Dorsal_Labels | 012813545_Habitus_x4,StillImage | StillImage,2,012813545,PreservedSpecimen,NHMUK012813545,,,Insecta,BMNH(E),Asia,,India,2022-04-25T11:29:49+00:00,,,,,"Anopheles (Cellia) stephensi Liston, 1901",,,,,,,,Culicidae,3764763787,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,Asia; India,,1,,NHMUK,,,,,,,,adult,,2024-10-24T10:21:39+00:00,,f79eb458-171a-4b52-be14-f2f3c32c9e13,present,Diptera,NHMUK:ecatalogue:9791846,Arthropoda,,,,,"Anopheles (Cellia) stephensi Liston, 1901","Liston, 1901",,stephensi,,Diptera and Siphonaptera,Cellia,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9791857,4196013 | 4196131,f32a3d7c-5ebf-4671-a294-03bf92ff5d31 | 9ef3aa57-5ffc-420e-8523-b68c4ae98063,Specimen | Specimen,2022-09-06T13:06:38+00:00 | 2022-09-06T13:20:35+00:00,None | None,image/jpeg | image/tiff,https://data.nhm.ac.uk/media/f32a3d7c-5ebf-4671-a294-03bf92ff5d31 | https://data.nhm.ac.uk/media/9ef3aa57-5ffc-420e-8523-b68c4ae98063,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2022-09-06T14:07:18+00:00 | 2022-09-06T14:07:22+00:00,5792 | 8650,2064 | 5790,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",012813556_Dorsal_Labels | 012813556_Habitus_x4,StillImage | StillImage,2,012813556,PreservedSpecimen,NHMUK012813556,,,Insecta,BMNH(E),Asia,,Pakistan,2022-04-25T11:41:02+00:00,,,,,"Anopheles (Cellia) stephensi Liston, 1901",,,,,,,,Culicidae,3764755790,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,Asia; Pakistan,,1,,NHMUK,,,,,,,,pupa,,2024-10-24T10:21:47+00:00,,5b146efd-eb5f-4b90-ba34-0feb18982878,present,Diptera,NHMUK:ecatalogue:9791857,Arthropoda,,,,,"Anopheles (Cellia) stephensi Liston, 1901","Liston, 1901",,stephensi,,Diptera and Siphonaptera,Cellia,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9791796,4196058 | 4196117,56f09772-e322-4cfb-9ccd-e6c50bd3caaa | 6d5d7ca4-e81c-4048-ab24-9322106a064a,Specimen | Specimen,2022-09-06T13:12:00+00:00 | 2022-09-06T13:19:02+00:00,None | None,image/tiff | image/jpeg,https://data.nhm.ac.uk/media/56f09772-e322-4cfb-9ccd-e6c50bd3caaa | https://data.nhm.ac.uk/media/6d5d7ca4-e81c-4048-ab24-9322106a064a,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2022-09-06T14:07:19+00:00 | 2022-09-06T14:07:21+00:00,8622 | 5792,5790 | 2064,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",012813512_Habitus_x5 | 012813512_Dorsal_Labels,StillImage | StillImage,2,012813512,PreservedSpecimen,NHMUK012813512,,,Insecta,BMNH(E),Asia,,Iraq,2022-04-25T10:14:26+00:00,,,,,"Anopheles (Cellia) stephensi Liston, 1901",,,,,,,,Culicidae,3764761796,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,Asia; Iraq,,1,,NHMUK,,,,,,,,pupa,,2024-10-24T10:21:45+00:00,,e974f75c-eccf-4a2d-ae22-58d3ebca1925,present,Diptera,NHMUK:ecatalogue:9791796,Arthropoda,,,,,"Anopheles (Cellia) stephensi Liston, 1901","Liston, 1901",,stephensi,,Diptera and Siphonaptera,Cellia,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9791852,4195793 | 4195934,d23bdc75-be36-4a69-9fdc-bbbb0cbfc140 | 202df36b-0576-4a3d-93ad-c6da83d577bd,Specimen | Specimen,2022-09-06T12:40:36+00:00 | 2022-09-06T12:57:00+00:00,None | None,image/jpeg | image/tiff,https://data.nhm.ac.uk/media/d23bdc75-be36-4a69-9fdc-bbbb0cbfc140 | https://data.nhm.ac.uk/media/202df36b-0576-4a3d-93ad-c6da83d577bd,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2022-09-06T14:07:11+00:00 | 2022-09-06T14:07:15+00:00,5792 | 8656,2064 | 5790,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",012813552_Dorsal_Labels | 012813552_Habitus_x5,StillImage | StillImage,2,012813552,PreservedSpecimen,NHMUK012813552,,,Insecta,BMNH(E),Asia,,India,2022-04-25T11:36:30+00:00,,,,,"Anopheles (Cellia) stephensi Liston, 1901",,,,,,,,Culicidae,3764743769,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,Asia; India,,1,,NHMUK,,,,,,,,larva,,2024-10-24T10:21:30+00:00,,119910a1-d150-45b5-a3f9-f51dcce027e7,present,Diptera,NHMUK:ecatalogue:9791852,Arthropoda,,,,,"Anopheles (Cellia) stephensi Liston, 1901","Liston, 1901",,stephensi,,Diptera and Siphonaptera,Cellia,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9791799,4195831 | 4195968,f2f649db-ea6a-4257-844e-4a1c7ebe033c | ccfcda15-478b-466b-a405-9508e1eea866,Specimen | Specimen,2022-09-06T12:45:07+00:00 | 2022-09-06T13:01:01+00:00,None | None,image/jpeg | image/tiff,https://data.nhm.ac.uk/media/f2f649db-ea6a-4257-844e-4a1c7ebe033c | https://data.nhm.ac.uk/media/ccfcda15-478b-466b-a405-9508e1eea866,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2022-09-06T14:07:12+00:00 | 2022-09-06T14:07:16+00:00,5792 | 8640,2064 | 5790,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",012813514_Dorsal_Labels | 012813514_Habitus_x5,StillImage | StillImage,2,012813514,PreservedSpecimen,NHMUK012813514,,,Insecta,BMNH(E),Asia,,Iraq,2022-04-25T10:19:03+00:00,,,,,"Anopheles (Cellia) stephensi Liston, 1901",,,,,,,,Culicidae,3764747796,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,Asia; Iraq,,1,,NHMUK,,,,,,,,pupa,,2024-10-24T10:21:32+00:00,,c9c4df82-4198-4fe2-9ac2-5b4ce3d793cc,present,Diptera,NHMUK:ecatalogue:9791799,Arthropoda,,,,,"Anopheles (Cellia) stephensi Liston, 1901","Liston, 1901",,stephensi,,Diptera and Siphonaptera,Cellia,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9791792,4195895 | 4196055,cafa77b5-6729-463f-a688-b38cfdd341bd | 23fd1a64-28e3-4232-8597-fcdf69a9393a,Specimen | Specimen,2022-09-06T12:52:08+00:00 | 2022-09-06T13:11:39+00:00,None | None,image/tiff | image/jpeg,https://data.nhm.ac.uk/media/cafa77b5-6729-463f-a688-b38cfdd341bd | https://data.nhm.ac.uk/media/23fd1a64-28e3-4232-8597-fcdf69a9393a,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2022-09-06T14:07:14+00:00 | 2022-09-06T14:07:19+00:00,8686 | 5792,5790 | 2064,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",012813508_Habitus_x5 | 012813508_Dorsal_Labels,StillImage | StillImage,2,012813508,PreservedSpecimen,NHMUK012813508,,,Insecta,BMNH(E),Asia,,Iran,2022-04-25T10:00:06+00:00,,,,,"Anopheles (Cellia) stephensi Liston, 1901",,,,,,,,Culicidae,3764746789,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,Asia; Iran,,1,,NHMUK,,,,,,,,larva,,2024-10-24T10:21:38+00:00,,2799ea4a-37a7-48e9-8ed4-c400425b7938,present,Diptera,NHMUK:ecatalogue:9791792,Arthropoda,,,,,"Anopheles (Cellia) stephensi Liston, 1901","Liston, 1901",,stephensi,,Diptera and Siphonaptera,Cellia,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9791802,4195947 | 4196042,48e64ebf-3bc1-49c9-a56a-cf04119f22e4 | 6417ebe8-ef3b-413b-bdc3-1e1f939374d3,Specimen | Specimen,2022-09-06T12:58:54+00:00 | 2022-09-06T13:10:22+00:00,None | None,image/jpeg | image/tiff,https://data.nhm.ac.uk/media/48e64ebf-3bc1-49c9-a56a-cf04119f22e4 | https://data.nhm.ac.uk/media/6417ebe8-ef3b-413b-bdc3-1e1f939374d3,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2022-09-06T14:07:16+00:00 | 2022-09-06T14:07:19+00:00,5792 | 8658,2064 | 5790,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",012813517_Dorsal_Labels | 012813517_Habitus_x5,StillImage | StillImage,2,012813517,PreservedSpecimen,NHMUK012813517,,,Insecta,BMNH(E),Asia,,Iraq,2022-04-25T10:20:49+00:00,,,,,"Anopheles (Cellia) stephensi Liston, 1901",,,,,,,,Culicidae,3764755789,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,Asia; Iraq,,1,,NHMUK,,,,,,,,larva,,2024-10-24T10:21:38+00:00,,33dcd4b3-ea33-4adb-b532-851f7ba1e52f,present,Diptera,NHMUK:ecatalogue:9791802,Arthropoda,,,,,"Anopheles (Cellia) stephensi Liston, 1901","Liston, 1901",,stephensi,,Diptera and Siphonaptera,Cellia,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
9791851,4195862 | 4195976,02befbf4-9115-45ed-8582-691767eeda0b | 326d41ab-3682-452c-91ef-94690d8fe0dd,Specimen | Specimen,2022-09-06T12:48:40+00:00 | 2022-09-06T13:02:10+00:00,None | None,image/tiff | image/jpeg,https://data.nhm.ac.uk/media/02befbf4-9115-45ed-8582-691767eeda0b | https://data.nhm.ac.uk/media/326d41ab-3682-452c-91ef-94690d8fe0dd,http://creativecommons.org/licenses/by/4.0/ | http://creativecommons.org/licenses/by/4.0/,2022-09-06T14:07:13+00:00 | 2022-09-06T14:07:17+00:00,8632 | 5792,5790 | 2064,"The Trustees of the Natural History Museum, London | The Trustees of the Natural History Museum, London",012813551_Habitus_x5 | 012813551_Dorsal_Labels,StillImage | StillImage,2,012813551,PreservedSpecimen,NHMUK012813551,,,Insecta,BMNH(E),Asia,,India,2022-04-25T11:36:10+00:00,,,,,"Anopheles (Cellia) stephensi Liston, 1901",,,,,,,,Culicidae,3764744767,MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_NONE | MULTIMEDIA_DATE_INVALID,Anopheles,,Arthropoda; Insecta; Diptera; Nematocera; Culicidae; Anophelinae,Asia; India,,1,,NHMUK,,,,,,,,larva,,2024-10-24T10:21:32+00:00,,d738c19c-9ab4-43a0-b77a-4d5cf16dd77d,present,Diptera,NHMUK:ecatalogue:9791851,Arthropoda,,,,,"Anopheles (Cellia) stephensi Liston, 1901","Liston, 1901",,stephensi,,Diptera and Siphonaptera,Cellia,,,,,,05ff2255-c38a-40c9-b657-4ccb55ab2feb
